id,name,address,lat,lng,genre,genre_code,budget_code,budget_name,budget_average,capacity,access,url,photo
J000006171,コーンバレー 渋谷 Corn Barley Shibuya,東京都渋谷区道玄坂１－３－６　香山ビル３～４F,35.6579887518,139.699932236,居酒屋,G001,B003,3001～4000円,単品料理550円～/ドリンク550円～/コース3800円～,100,渋谷駅徒歩1分⇒渋谷西口よりセブンイレブンのある、渋谷中央街モニターガードをくぐり直進。右手側ビル3Ｆになります。,https://www.hotpepper.jp/strJ000006171/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/08/68/P022580868/P022580868_238.jpg
J004068056,鍋吉 渋谷本店,東京都渋谷区道玄坂２-28-3 渋谷ダイヤモンドビル1階,35.6590149556,139.6973301931,和食,G004,B008,4001～5000円,和牛のしゃぶしゃぶ＆すき焼き食べ放題5980円～ご用意,70,渋谷駅A0出口より徒歩1分 渋谷ダイヤモンドビル1階団体貸し切り承り中！！,https://www.hotpepper.jp/strJ004068056/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/10/18/P047111018/P047111018_238.jpg
J004026655,東京小鉄 渋谷店,東京都渋谷区道玄坂１-6-10　早川亭ビル1階,35.6579959454,139.6988973235,居酒屋,G001,B003,3001～4000円,3000円,130,渋谷駅徒歩1分,https://www.hotpepper.jp/strJ004026655/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/26/97/P045982697/P045982697_238.jpg
J000012394,とんちゃん 渋谷店,東京都渋谷区道玄坂２－６－２　藤山恒産道玄坂ビル２Ｆ・３Ｆ,35.6591580448,139.6991883631,居酒屋,G001,B002,2001～3000円,2000円～2999円(税込),65,渋谷駅 各線徒歩１分/渋谷駅から201m,https://www.hotpepper.jp/strJ000012394/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/86/23/P049248623/P049248623_238.jpg
J003298806,生ビール190円 焼き鳥70円 飲み放題398円 大衆酒泉テルマエ 渋谷道玄坂泉,東京都渋谷区道玄坂２丁目２９ー１１ 第９２東京ビル １Ｆ,35.6594365903,139.6979065162,居酒屋,G001,B002,2001～3000円,"2,500円（通常平均） 3,000円（宴会平均）",68,東京メトロ，東急渋谷駅Ａ０出口より徒歩約3分/京王井の頭線渋谷駅井の頭線西口より徒歩約4分,https://www.hotpepper.jp/strJ003298806/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/38/74/P047603874/P047603874_238.jpg
J000962235,貸切 パーティ ICON アイコン,東京都渋谷区道玄坂２－23－12 フォンティスビル３Ｆ,35.659998141,139.695933883,カラオケ・パーティ,G011,B003,3001～4000円,飲み放題付プラン3500円～/コース料理付プラン4000円～,100,ＪＲ渋谷駅 ハチ公口 徒歩5分東急東横線渋谷駅 徒歩5分京王井の頭線渋谷駅 徒歩5分地下鉄渋谷駅 徒歩5分,https://www.hotpepper.jp/strJ000962235/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/62/24/P034936224/P034936224_238.jpg
J002648350,焼き鳥&野菜巻き食べ放題 個室居酒屋 鳥一王 渋谷駅前店,東京都渋谷区道玄坂１－5－9　レンガビル　3F,35.6582503758,139.6994375452,和食,G004,B002,2001～3000円,3000円（焼き鳥&野菜巻き食べ放題の個室居酒屋）,100,渋谷駅徒歩1分（焼き鳥&野菜巻き食べ放題の個室居酒屋）,https://www.hotpepper.jp/strJ002648350/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/35/53/P040173553/P040173553_238.jpg
J004068078,SPICE&FUSION KATL カタル,東京都渋谷区道玄坂１丁目11-1　第二大番ビル203,35.6577268016,139.698618469,居酒屋,G001,B008,4001～5000円,ディナー：4000円～,40,京王井の頭線渋谷駅井の頭線西口より徒歩約2分/東京メトロ銀座線渋谷駅井の頭線出口(スクランブル交差点)より徒歩約4分,https://www.hotpepper.jp/strJ004068078/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/17/35/P048891735/P048891735_238.jpg
J003298797,やきとり家 すみれ 渋谷道玄坂店,東京都渋谷区道玄坂２-28-4 井門ビル1F,35.6590580083,139.6974054628,居酒屋,G001,B003,3001～4000円,2800円 ,75,東急東横線/JR山手線 渋谷駅 A0出口徒歩1分　渋谷駅から377m,https://www.hotpepper.jp/strJ003298797/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/78/12/P049267812/P049267812_238.jpg
J000740579,和牛焼肉食べ放題 肉屋の台所 渋谷道玄坂店,東京都渋谷区道玄坂２－２５－１７　３Ｆ,35.6595537919,139.6976309793,焼肉・ホルモン,G008,B003,3001～4000円,4000円【クーポンアルコール飲み放題無料！時間外宴会OKです！】,70,渋谷駅近徒歩5分◆和牛焼肉食べ飲み放題/各種ご宴会にぜひご利用ください！A4A5黒毛和牛食べ放題あり,https://www.hotpepper.jp/strJ000740579/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/80/13/P048268013/P048268013_238.jpg
J001282040,Darts UP ダーツ アップ 渋谷道玄坂,東京都渋谷区宇田川町23-5 FPG links SHIBUYA DOGENZAKA 8F,35.6598729675,139.6992999916,居酒屋,G001,B002,2001～3000円,2000円（通常平均,200,ＪＲ渋谷駅ハチ公口より徒歩約4分,https://www.hotpepper.jp/strJ001282040/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/52/38/P049305238/P049305238_238.jpg
J003785204,個室完備 大山地鶏の炭火焼き鳥 小江戸鳥や 渋谷店,東京都渋谷区道玄坂２-7-4 CENT渋谷ビル,35.6585867055,139.6986417658,和食,G004,B003,3001～4000円," 平均予算3,500円",120,渋谷駅 徒歩1分！完全個室で大山鶏の串焼き・鶏刺しを堪能｜飲み放題有り・クーポン有り,https://www.hotpepper.jp/strJ003785204/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/21/81/P048192181/P048192181_238.jpg
J003560438,串匠 渋谷店,東京都渋谷区道玄坂１-11-3 B1,35.6576987551,139.6988412291,居酒屋,G001,B003,3001～4000円,3000円（通常平均） 3500円（宴会平均）,100,渋谷駅井の頭線西口1分/東京メトロ銀座線渋谷駅4分/ＪＲ渋谷駅西口5分/東京メトロ，東急渋谷駅4分,https://www.hotpepper.jp/strJ003560438/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/37/38/P045053738/P045053738_238.jpg
J004469671,dawn s breath ダウンズブレス 渋谷道玄坂店,東京都渋谷区道玄坂２-28-7 渋谷第6ビル2～4階,35.6590121725,139.6971221553,カラオケ・パーティ,G011,B004,5001～7000円,平均予算4500円,26,各線「渋谷駅」A0出口から徒歩5分,https://www.hotpepper.jp/strJ004469671/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/82/03/P049418203/P049418203_238.jpg
J004558073,【飲放2H1100円】【５時まで営業】【カラオケ完備】イザカヤワープ 道玄坂店,東京都渋谷区道玄坂２-28-3渋谷ダイヤモンドビル5階,35.6589635738,139.6973818575,居酒屋,G001,B003,3001～4000円,,40,東京メトロ，東急渋谷駅Ａ０出口より徒歩約2分/ＪＲ渋谷駅ハチ公口より徒歩約6分,https://www.hotpepper.jp/strJ004558073/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/52/72/P049555272/P049555272_238.jpg
J003411272,渋谷 Grill Lust グリルラスト,東京都渋谷区道玄坂２丁目２３-１３ 渋谷デリタワービル 8階,35.6601339656,139.6961788568,カラオケ・パーティ,G011,B003,3001～4000円,"￥3,500～￥6,000　１４名以下コース個室有り。",50,JR渋谷駅ハチ公口から徒歩5分京王井の頭線渋谷駅から徒歩５分神泉駅から388m,https://www.hotpepper.jp/strJ003411272/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/68/41/P045646841/P045646841_238.jpg
J000690053,宮崎地鶏炭火焼 車 渋谷南口店,東京都渋谷区道玄坂１－５－２　渋谷SEDE  2F,35.6580151267,139.6995225475,居酒屋,G001,B008,4001～5000円,【ランチ】1300円【ディナー】5000円,66,ＪＲ渋谷駅南口 徒歩5分・渋谷マークシティ 徒歩2分・京王井の頭線渋谷駅西口 徒歩1分・渋谷駅から180m,https://www.hotpepper.jp/strJ000690053/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/69/82/P048416982/P048416982_238.jpg
J001054129,GOCCHI BATTA ゴッチ バッタ 渋谷道玄坂 シュラスコ&ビアバー,東京都渋谷区道玄坂２-8-1大和田ビル2F,35.6585761322,139.6979354372,焼肉・ホルモン,G008,B008,4001～5000円,5000円（貸切プランもご用意しております♪）,180,JR渋谷駅　徒歩3分◇焼肉・シュラスコ食べ放題を堪能するなら【GOCCHI BATTA】！デート・誕生日・記念日・女子会に☆,https://www.hotpepper.jp/strJ001054129/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/68/25/P043506825/P043506825_238.jpg
J004090834,とり酒場 渋谷道玄坂店,東京都渋谷区道玄坂１-18-5　VORT渋谷道玄坂B1F,35.657267911,139.6966331003,居酒屋,G001,B003,3001～4000円,食べ飲み放題2500円～【ディナー】3000円～/飲放付3000円～,52,京王井の頭線渋谷駅井の頭線西口より徒歩約3分/京王井の頭線神泉駅南口より徒歩約6分,https://www.hotpepper.jp/strJ004090834/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/99/22/P049029922/P049029922_238.jpg
J004470259,LUCE 2nd ルーチェセカンド 渋谷,東京都渋谷区道玄坂２丁目20-3 モンテ道玄坂B1階,35.6591929752,139.6967371807,居酒屋,G001,B002,2001～3000円,一人/2500円前後 1人1200PT×人数（最大4名様）還元対象店,40,【サプライズ＆映像、音響もお任せ】マークシティ徒歩1分☆井の頭線西口⇒ダイソーさん側の道路⇒坂少し上ってすぐ☆,https://www.hotpepper.jp/strJ004470259/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/26/30/P048992630/P048992630_238.jpg
J004444837,とり幸 渋谷道玄坂店,東京都渋谷区道玄坂２－２８－５道玄坂ＳＵＮ－Ｊビル３階,35.65898718,139.6972957527,居酒屋,G001,B003,3001～4000円,3000円！炭火焼き鳥の美味しさを追求した「とり幸」,50,渋谷駅徒歩5分（炭火焼き鳥の美味しさを追求した「とり幸」）,https://www.hotpepper.jp/strJ004444837/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/97/82/P048169782/P048169782_238.jpg
J001211197,楽楽 渋谷道玄坂店,東京都渋谷区道玄坂２－２８－２　ＭＭビル３Ｆ,35.6591382824,139.6976048871,居酒屋,G001,B002,2001～3000円,焼き鳥・しゃぶしゃぶ食べ放題！宴会コース3000円～,66,渋谷駅徒歩3分！個室 焼き鳥 しゃぶしゃぶ食べ放題,https://www.hotpepper.jp/strJ001211197/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/49/62/P048244962/P048244962_238.jpg
J000062726,炭火串焼 正軍 渋谷 道玄坂,東京都渋谷区道玄坂２‐6‐6 和光ビル２階、３階,35.6587614198,139.6990794994,居酒屋,G001,B008,4001～5000円,4000円,63,渋谷駅徒歩1分【マークシティ横】★絶品健味鶏焼鳥と川俣軍鶏の逸品★,https://www.hotpepper.jp/strJ000062726/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/39/00/P048083900/P048083900_238.jpg
J000638002,安安 渋谷道玄坂店,東京都渋谷区道玄坂２－２９－１１第９２東京ビル２Ｆ,35.6594260351,139.6978754081,焼肉・ホルモン,G008,B002,2001～3000円,2500円　（各種飲み放題付きコース等をご用意しております♪）,74,JR渋谷駅ハチ公口徒歩3分,https://www.hotpepper.jp/strJ000638002/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/50/26/P046185026/P046185026_238.jpg
J001054195,鳥物語 渋谷店,東京都渋谷区道玄坂２－２５－１０　ベニー清建ビル４F,35.6602731425,139.6971448804,居酒屋,G001,B002,2001～3000円,2480円（渋谷で大人気！焼き鳥食べ放題の居酒屋）,70,渋谷駅徒歩3分（渋谷で焼き鳥&和食料理が食べ放題！）,https://www.hotpepper.jp/strJ001054195/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/34/33/P048483433/P048483433_238.jpg
J004005493,オクユカシ ハナレ 渋谷店,東京都渋谷区道玄坂２-25-15 阿久津ビル 3F,35.6598579233,139.6975879151,居酒屋,G001,B008,4001～5000円,4000円～6000円　渋谷・道玄坂で女性に人気の飲み放題もご用意,46,東急田園都市線渋谷駅徒歩3分JR山の手線渋谷駅徒歩5分井の頭線渋谷駅徒歩5分渋谷駅から390m渋谷駅から354m,https://www.hotpepper.jp/strJ004005493/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/59/64/P049475964/P049475964_238.jpg
J003560439,かこ囲 渋谷店,東京都渋谷区道玄坂１-11-3 B1F,35.6576987551,139.6988412291,居酒屋,G001,B002,2001～3000円,通常 3000円～｜宴会 2980円～,150,渋谷駅井の頭線西口1分/東京メトロ銀座線渋谷駅4分/ＪＲ渋谷駅西口5分/東京メトロ，東急渋谷駅4分,https://www.hotpepper.jp/strJ003560439/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/60/65/P046226065/P046226065_238.jpg
J003736982,ローヒー 渋谷,東京都渋谷区道玄坂２-23-11.ビルドオショオ2階,35.6600195228,139.695760008,カラオケ・パーティ,G011,B002,2001～3000円,"2,000円（通常平均）/2,000円（宴会平均） ",80,ＪＲ 渋谷駅 徒歩3分地下鉄 渋谷駅 徒歩3分東急東横線 渋谷駅 徒歩3分渋谷駅から492m,https://www.hotpepper.jp/strJ003736982/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/99/71/P048359971/P048359971_238.jpg
J004403642,ちむどんどん 渋谷店,東京都渋谷区宇田川町11-2 宇田川柳光ビル 3F,35.6626437127,139.697271441,居酒屋,G001,B003,3001～4000円,3000円～5000円,22,渋谷駅A2出口徒歩7分,https://www.hotpepper.jp/strJ004403642/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/32/52/P046683252/P046683252_238.jpg
J001154561,日本酒原価酒蔵 渋谷本店,東京都渋谷区道玄坂２-6-14 ホマレヤビル B1F,35.659036369,139.6983359403,居酒屋,G001,B003,3001～4000円,"￥5,000～￥5,999",68,JR渋谷駅より徒歩1分/渋谷駅から297m,https://www.hotpepper.jp/strJ001154561/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/55/24/P048715524/P048715524_238.jpg
J003917194,居酒屋 魚ふじ 渋谷店,東京都渋谷区道玄坂２-25-17小島ビル2F,35.6595846222,139.697644588,和食,G004,B008,4001～5000円,"4,000円",50,渋谷駅 徒歩1分！,https://www.hotpepper.jp/strJ003917194/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/52/67/P045865267/P045865267_238.jpg
J000957847,Zu HoBAR ズーホバー 渋谷,東京都渋谷区道玄坂２-25-7　道玄坂プラザ3Ｆ,35.6602878501,139.6966599209,ダイニングバー・バル,G002,B003,3001～4000円,3000円～4000円,22,東京メトロ，東急渋谷駅３ａ出口より徒歩約5分/１０９を左手に進み文化村通り直進しスタバの手前のビル３Ｆ,https://www.hotpepper.jp/strJ000957847/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/71/49/P031867149/P031867149_238.jpg
J001009425,渋谷ピカリエリゾート本店,東京都渋谷区道玄坂２－９－１０　松本ビル７F,35.6588816576,139.6980893008,カラオケ・パーティ,G011,B003,3001～4000円,2000円～4000円,50,渋谷駅ハチ公口から徒歩2分（ロイヤルホスト・モスバーガーの向かい）★貸切×半個室でのご利用大歓迎★,https://www.hotpepper.jp/strJ001009425/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/75/09/P045587509/P045587509_238.jpg
J001216108,渋谷ガーデンホール,東京都渋谷区道玄坂１-7-10　新大宗渋谷道玄坂一丁目ビル　418,35.6575679493,139.6993178606,ダイニングバー・バル,G002,B003,3001～4000円,2000円～4000円,60,渋谷駅西口より徒歩1分,https://www.hotpepper.jp/strJ001216108/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/45/47/P049224547/P049224547_238.jpg
J003715070,2000円 食べ放題飲み放題 居酒屋 おすすめ屋 渋谷道玄坂店,東京都渋谷区道玄坂２－６－１５　ユニ道玄坂５F,35.6590599808,139.6984603733,居酒屋,G001,B002,2001～3000円,2000円で食べ放題飲み放題　＜お通し/入場料など無し！＞,104,渋谷駅A1出口 徒歩約30秒渋谷駅井の頭線西口 徒歩約1分渋谷駅井の頭線中央改札出口 徒歩約1分,https://www.hotpepper.jp/strJ003715070/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/08/28/P045820828/P045820828_238.jpg
J004090398,居酒屋いくなら俺んち来る 渋谷店,東京都渋谷区道玄坂２-29-8 道玄坂センタービル８F,35.6592566115,139.6979437425,居酒屋,G001,B002,2001～3000円,3000円,128,ＪＲ　渋谷駅ハチ公口から徒歩4分井の頭線　渋谷駅中央口から徒歩3分,https://www.hotpepper.jp/strJ004090398/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/94/59/P048199459/P048199459_238.jpg
J003625355,餃子酒場 肉汁とっつぁん 道玄坂店,東京都渋谷区道玄坂１-5-3　ケントラストビルB1F,35.6578956977,139.6995992124,居酒屋,G001,B002,2001～3000円,2500円,46,京王井の頭線 渋谷駅 徒歩1分/ＪＲ 渋谷駅 徒歩1分,https://www.hotpepper.jp/strJ003625355/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/79/40/P049057940/P049057940_238.jpg
J003736326,均タロー 渋谷店,東京都渋谷区道玄坂２－６－１５　ユニ道玄坂４F,35.6590697049,139.6985720301,居酒屋,G001,B001,1501～2000円,1500～2000円,96,東京メトロ，東急渋谷駅Ａ０出口より徒歩約1分/渋谷駅井の頭線西口より徒歩約2分/ＪＲ渋谷駅ハチ公口より徒歩約3分,https://www.hotpepper.jp/strJ003736326/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/92/48/P043779248/P043779248_238.jpg
J003806755,青森郷土料理 らせら,東京都渋谷区道玄坂１ 1-20-12 MT道玄坂 B1F,35.6569684964,139.6964878468,居酒屋,G001,B003,3001～4000円,3000円～4000円,27,渋谷駅より徒歩3分神泉駅より徒歩4分,https://www.hotpepper.jp/strJ003806755/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/10/31/P044301031/P044301031_238.jpg
J001278812,肉バル シュラスコ 渋谷本店,東京都渋谷区道玄坂２-25-10 ペニー清建ビル7F,35.6602725865,139.6971259931,居酒屋,G001,B003,3001～4000円,3980円（本格シュラスコ食べ放題！SNSでも話題！夜景個室完備）,60,渋谷駅徒歩2分（シュラスコ食べ放題！夜景個室完備）,https://www.hotpepper.jp/strJ001278812/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/13/43/P040161343/P040161343_238.jpg
J004402353,酔笑酒場 渋谷店,東京都渋谷区道玄坂１-5-9レンガビル5F,35.6581839928,139.699379775,居酒屋,G001,B002,2001～3000円,2200円【全150種食べ放題＆飲み放題2980円～】,80,【渋谷駅各線徒歩1分】全180種が豪華食べ飲み放題！【渋谷　居酒屋　食べ放題】,https://www.hotpepper.jp/strJ004402353/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/34/68/P047883468/P047883468_238.jpg
J003411203,小さな韓国 あぷろ 東京渋谷店,東京都渋谷区道玄坂１-15-8WAVE道玄坂1F2F,35.6571062827,139.6973849875,韓国料理,G017,B003,3001～4000円,3000～4000円,135,京王井の頭線渋谷駅アベニュー口徒歩3分,https://www.hotpepper.jp/strJ003411203/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/12/85/P047841285/P047841285_238.jpg
J001259150,焼き鳥&野菜巻き食べ放題 一番鳥 渋谷駅前店,東京都渋谷区道玄坂１-5-5 藤木ビル3階,35.6580295645,139.6993353405,居酒屋,G001,B002,2001～3000円,2480円（夜景個室で焼き鳥&野菜巻き食べ放題）,120,渋谷駅徒歩1分（焼き鳥&野菜巻き食べ放題の個室居酒屋）,https://www.hotpepper.jp/strJ001259150/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/19/35/P043921935/P043921935_238.jpg
J003942593,俺のフレンチ渋谷,東京都渋谷区道玄坂１-5-2 SEDEビル B1F,35.6580506775,139.6994947706,イタリアン・フレンチ,G006,B008,4001～5000円,通常平均4000円・コース5000円～,92,渋谷駅A5(南側)出口から徒歩約1分,https://www.hotpepper.jp/strJ003942593/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/48/66/P049494866/P049494866_238.jpg
J004090716,呑ん処 あきひら 渋谷,東京都渋谷区道玄坂１-5-4 YOビル棟,35.6579037489,139.6994681121,居酒屋,G001,B003,3001～4000円,2時間飲み放題付のコースは2500円より★単品飲み放題も1650円!!,48,ＪＲ渋谷駅ハチ公口より徒歩約3分/京王井の頭線渋谷駅井の頭線西口より徒歩約2分,https://www.hotpepper.jp/strJ004090716/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/86/54/P047418654/P047418654_238.jpg
J000860555,ピザ&ワイン UeCONA ウエコナ 渋谷道玄坂離れ,東京都渋谷区道玄坂１丁目１７－９ヴェラハイツ道玄坂B１F,35.6571959802,139.6968391968,居酒屋,G001,B003,3001～4000円,3000円～4000円,48,JR渋谷駅 徒歩5分京王井の頭線 渋谷駅 徒歩3分,https://www.hotpepper.jp/strJ000860555/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/05/48/P045020548/P045020548_238.jpg
J004559205,HR,東京都渋谷区道玄坂２-28-5　SUN・Jビル4階,35.65898718,139.6972957527,居酒屋,G001,B002,2001～3000円,"2,000円（通常平均）/2,000円（宴会平均） ",100,ＪＲ 渋谷駅 徒歩3分地下鉄 渋谷駅 徒歩3分東急東横線 渋谷駅 徒歩3分渋谷駅から492m,https://www.hotpepper.jp/strJ004559205/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/65/01/P049576501/P049576501_238.jpg
J001050306,DeBarge デバージ 渋谷駅,東京都渋谷区道玄坂１－３－６　香山ビル７Ｆ,35.6580262468,139.6999058479,カラオケ・パーティ,G011,B003,3001～4000円,3000円,40,【渋谷駅徒歩1分】JR渋谷駅西口（モヤイ像側）から徒歩1分渋谷駅から174m,https://www.hotpepper.jp/strJ001050306/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/57/25/P048775725/P048775725_238.jpg
J001195055,個室居酒屋 トリ一番 渋谷店,東京都渋谷区道玄坂２-29-13 若槻ビル201,35.6596646185,139.6978440123,居酒屋,G001,B002,2001～3000円,2480円《渋谷駅徒歩3分！本格焼き鳥食べ飲み放題♪》,80,【渋谷駅3分！道玄坂】もつ鍋・しゃぶしゃぶ・炭火焼き鳥・野菜巻き食べ放題！食べ飲み放題・単品飲み放題プランあり！,https://www.hotpepper.jp/strJ001195055/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/57/17/P031755717/P031755717_238.jpg
J001281764,サルーテジャポン 渋谷店,東京都渋谷区道玄坂２－２８－２－４Ｆ,35.6591430043,139.6976129418,居酒屋,G001,B002,2001～3000円,2500円（夜景個室でチーズフォンデュ&シュラスコ食べ放題）,80,渋谷駅徒歩3分！飲み放題コースが2700円～◎サプライズプレートのサービスもあり！《シュラスコ&食べ放題》,https://www.hotpepper.jp/strJ001281764/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/45/46/P048684546/P048684546_238.jpg
J001231219,渋谷ガーデンパティオ,東京都渋谷区道玄坂１-7-10　新大宗渋谷道玄坂一丁目ビル　6F,35.6575682271,139.6993200826,カラオケ・パーティ,G011,B003,3001～4000円,3000円～4000円,70,渋谷駅西口より徒歩1分,https://www.hotpepper.jp/strJ001231219/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/50/53/P049225053/P049225053_238.jpg
J001292609,焼肉串ろっきー 渋谷店,東京都渋谷区道玄坂２-19-11 ,35.6594193214,139.696094726,焼肉・ホルモン,G008,B008,4001～5000円,4000～4999円,41,神泉駅から328m/東京メトロ、東急渋谷駅A0出口より徒歩約5分,https://www.hotpepper.jp/strJ001292609/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/24/61/P043792461/P043792461_238.jpg
J001169852,鳥ごころ 渋谷本店,東京都渋谷区道玄坂２-２８-２-５Ｆ,35.6591193953,139.6975929444,居酒屋,G001,B002,2001～3000円,2480円（全席個室で焼き鳥食べ放題）,80,【渋谷駅徒歩3分】夜景個室居酒屋×焼き鳥&もつ鍋食べ放題,https://www.hotpepper.jp/strJ001169852/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/34/43/P048483443/P048483443_238.jpg
J001162176,渋谷ガーデンスペース 道玄坂店,東京都渋谷区道玄坂２-9-10　松本ビル7F,35.6588694363,139.6980734693,居酒屋,G001,B003,3001～4000円,2000円～4000円,48,東京/渋谷駅ハチ公口から徒歩2分（ロイヤルホスト・モスバーガーの向かい）★室内BBQと貸切が人気★,https://www.hotpepper.jp/strJ001162176/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/79/46/P049167946/P049167946_238.jpg
J001247033,0秒レモンサワー 仙台ホルモン焼肉酒場 ときわ亭 渋谷店,東京都渋谷区道玄坂１-5-5 藤木ビル2F,35.6580670606,139.6993472825,焼肉・ホルモン,G008,B002,2001～3000円,3000円,63,●京王井の頭線「渋谷駅」西口より徒歩30秒●JR「渋谷駅」ハチ公口より徒歩5分,https://www.hotpepper.jp/strJ001247033/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/71/15/P046167115/P046167115_238.jpg
J000013646,ダイニングダーツバー Bee 渋谷店,東京都渋谷区道玄坂２－６－１６　井門道玄坂ビル８Ｆ　,35.6591394215,139.6986553535,ダイニングバー・バル,G002,B003,3001～4000円,"3,000～4,000円",140,JR渋谷駅ハチ公口　徒歩3分　109を正面に左側道玄坂すぐ！パチンコの楽園さんの入っているビルの８Ｆです。,https://www.hotpepper.jp/strJ000013646/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/43/20/P044034320/P044034320_238.jpg
J004004412,夜見ノ命屋 渋谷道玄坂,東京都渋谷区道玄坂２丁目２８－７　エリート５５ビル　１Ｆ,35.658963012,139.6971463219,居酒屋,G001,B008,4001～5000円,4000円～5000円,54,JR渋谷駅ハチ公口より徒歩約５分,https://www.hotpepper.jp/strJ004004412/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/46/94/P048164694/P048164694_238.jpg
J001292177,musch ムッシュ 渋谷店,東京都渋谷区道玄坂２丁目19-11 3F,35.6594193214,139.696094726,バー・カクテル,G012,B008,4001～5000円,昼:2000円～2999円/夜:4000円～4999円,20,渋谷駅A0出口から徒歩約4分,https://www.hotpepper.jp/strJ001292177/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/73/77/P047867377/P047867377_238.jpg
J003879000,【半個室あり】カフェ＆シーシャ　Polysection　渋谷 道玄坂,東京都渋谷区道玄坂２-28-9 渋谷ダイヤモンドビル6F,35.6591363267,139.6971760346,カフェ・スイーツ,G014,B008,4001～5000円,ランチ2001～3000円/ディナー4001～5000円,22,渋谷駅A0出口より徒歩3分道玄坂大通り沿い,https://www.hotpepper.jp/strJ003879000/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/22/48/P048732248/P048732248_238.jpg
J001136564,串カツ田中 渋谷百軒店店,東京都渋谷区道玄坂２丁目１８－７,35.658883263,139.6958097717,居酒屋,G001,B002,2001～3000円,2500円　☆コースは2079円(税込)～,58,渋谷駅ハチ公口から　徒歩5分 京王井の頭線神泉駅　徒歩3分◆サク飲みのお供は軽い衣の串カツで決まり♪,https://www.hotpepper.jp/strJ001136564/?vos=nhppalsa000016,https://imgfp.hotp.jp/IMGH/61/64/P048646164/P048646164_238.jpg
